Registering Defuzzer!
Loaded thutessentials config file thutessentials/thutessentials-common.toml
Reading thutessentials/thutessentials-common.toml
thutessentials/thutessentials-common.toml config belongs to us!
Reading thutessentials/thutessentials-common.toml
Server Started
Starting Loading Land
Finished Loading Land and Teams
13:06:35.784277333 minecraft:overworld, BlockPos{x=5, y=5, z=-15}: log-in c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
Login detected, adding player to logins for defuzz.
13:06:43.25397702 minecraft:overworld, BlockPos{x=5, y=5, z=-15}: break Block{minecraft:grass} at BlockPos{x=89, y=91, z=-237} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:45:28.895989503 minecraft:overworld, BlockPos{x=8, y=2, z=-10}: break Block{minecraft:stone} at BlockPos{x=132, y=37, z=-152} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:45:29.685854006 minecraft:overworld, BlockPos{x=8, y=2, z=-10}: break Block{minecraft:stone} at BlockPos{x=132, y=39, z=-151} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:45:30.386533102 minecraft:overworld, BlockPos{x=8, y=2, z=-10}: break Block{minecraft:stone} at BlockPos{x=132, y=39, z=-152} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:45:31.086403397 minecraft:overworld, BlockPos{x=8, y=2, z=-10}: break Block{minecraft:stone} at BlockPos{x=132, y=39, z=-153} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:45:31.796317064 minecraft:overworld, BlockPos{x=8, y=2, z=-10}: break Block{minecraft:stone} at BlockPos{x=132, y=38, z=-153} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:45:33.04012206 minecraft:overworld, BlockPos{x=8, y=2, z=-10}: break Block{minecraft:stone} at BlockPos{x=132, y=40, z=-153} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:45:33.736126669 minecraft:overworld, BlockPos{x=8, y=2, z=-10}: break Block{minecraft:stone} at BlockPos{x=132, y=40, z=-154} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:45:34.469621135 minecraft:overworld, BlockPos{x=8, y=2, z=-10}: break Block{minecraft:stone} at BlockPos{x=132, y=39, z=-154} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:45:35.689064373 minecraft:overworld, BlockPos{x=8, y=2, z=-10}: break Block{minecraft:stone} at BlockPos{x=132, y=41, z=-154} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:45:36.430862777 minecraft:overworld, BlockPos{x=8, y=2, z=-10}: break Block{minecraft:stone} at BlockPos{x=132, y=41, z=-155} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:45:37.089149626 minecraft:overworld, BlockPos{x=8, y=2, z=-10}: break Block{minecraft:stone} at BlockPos{x=132, y=40, z=-155} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:45:38.531495511 minecraft:overworld, BlockPos{x=8, y=2, z=-10}: place Block{minecraft:wall_torch}[facing=south] at BlockPos{x=132, y=42, z=-156} on Block{minecraft:stone} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:45:41.737095062 minecraft:overworld, BlockPos{x=8, y=2, z=-10}: break Block{minecraft:stone} at BlockPos{x=130, y=43, z=-153} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:45:42.439138259 minecraft:overworld, BlockPos{x=8, y=2, z=-10}: break Block{minecraft:stone} at BlockPos{x=130, y=44, z=-153} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:45:43.147058578 minecraft:overworld, BlockPos{x=8, y=2, z=-10}: break Block{minecraft:stone} at BlockPos{x=130, y=43, z=-152} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:45:43.939117436 minecraft:overworld, BlockPos{x=8, y=2, z=-10}: break Block{minecraft:stone} at BlockPos{x=130, y=44, z=-152} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:45:44.643035813 minecraft:overworld, BlockPos{x=8, y=2, z=-10}: break Block{minecraft:stone} at BlockPos{x=130, y=44, z=-151} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:45:45.646967429 minecraft:overworld, BlockPos{x=8, y=2, z=-10}: break Block{minecraft:stone} at BlockPos{x=131, y=44, z=-151} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:45:48.289074008 minecraft:overworld, BlockPos{x=8, y=2, z=-10}: break Block{minecraft:stone} at BlockPos{x=130, y=43, z=-151} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:45:49.139304182 minecraft:overworld, BlockPos{x=8, y=2, z=-10}: break Block{minecraft:stone} at BlockPos{x=130, y=44, z=-150} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:45:49.856865518 minecraft:overworld, BlockPos{x=8, y=2, z=-10}: break Block{minecraft:stone} at BlockPos{x=130, y=43, z=-150} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:45:50.537030332 minecraft:overworld, BlockPos{x=8, y=2, z=-10}: break Block{minecraft:stone} at BlockPos{x=130, y=44, z=-149} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:45:51.249267528 minecraft:overworld, BlockPos{x=8, y=2, z=-10}: break Block{minecraft:stone} at BlockPos{x=130, y=43, z=-149} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:45:51.935913949 minecraft:overworld, BlockPos{x=8, y=2, z=-10}: break Block{minecraft:stone} at BlockPos{x=129, y=44, z=-149} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:45:53.283092241 minecraft:overworld, BlockPos{x=8, y=2, z=-10}: break Block{minecraft:stone} at BlockPos{x=128, y=44, z=-149} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:45:59.160021237 minecraft:overworld, BlockPos{x=7, y=2, z=-10}: place Block{minecraft:wall_torch}[facing=east] at BlockPos{x=114, y=45, z=-157} on Block{minecraft:andesite} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:46:05.409973679 minecraft:overworld, BlockPos{x=6, y=3, z=-10}: place Block{minecraft:wall_torch}[facing=north] at BlockPos{x=106, y=54, z=-156} on Block{minecraft:stone} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:46:05.491202022 minecraft:overworld, BlockPos{x=6, y=3, z=-10}: break Block{minecraft:wall_torch}[facing=north] at BlockPos{x=106, y=54, z=-156} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:46:06.399266999 minecraft:overworld, BlockPos{x=6, y=3, z=-10}: break Block{minecraft:stone} at BlockPos{x=105, y=54, z=-156} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:46:08.793133794 minecraft:overworld, BlockPos{x=6, y=3, z=-10}: place Block{minecraft:wall_torch}[facing=east] at BlockPos{x=103, y=58, z=-152} on Block{minecraft:stone} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:46:09.791762113 minecraft:overworld, BlockPos{x=6, y=3, z=-10}: break Block{minecraft:stone} at BlockPos{x=103, y=58, z=-154} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:46:14.390240413 minecraft:overworld, BlockPos{x=6, y=4, z=-10}: place Block{minecraft:wall_torch}[facing=west] at BlockPos{x=100, y=64, z=-148} on Block{minecraft:stone} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:46:16.798478166 minecraft:overworld, BlockPos{x=6, y=4, z=-10}: place Block{minecraft:wall_torch}[facing=north] at BlockPos{x=102, y=68, z=-146} on Block{minecraft:stone} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:46:18.396014989 minecraft:overworld, BlockPos{x=6, y=4, z=-9}: place Block{minecraft:wall_torch}[facing=north] at BlockPos{x=102, y=70, z=-144} on Block{minecraft:stone} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:46:23.236019324 minecraft:overworld, BlockPos{x=6, y=4, z=-9}: break Block{minecraft:stone} at BlockPos{x=98, y=74, z=-139} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:46:23.943706175 minecraft:overworld, BlockPos{x=6, y=4, z=-9}: place Block{minecraft:wall_torch}[facing=north] at BlockPos{x=97, y=74, z=-135} on Block{minecraft:stone} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:46:25.785746227 minecraft:overworld, BlockPos{x=5, y=4, z=-9}: break Block{minecraft:stone} at BlockPos{x=94, y=75, z=-134} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:46:27.735118698 minecraft:overworld, BlockPos{x=5, y=4, z=-9}: break Block{minecraft:stone} at BlockPos{x=94, y=76, z=-131} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:46:28.505495655 minecraft:overworld, BlockPos{x=5, y=4, z=-9}: break Block{minecraft:stone} at BlockPos{x=94, y=76, z=-132} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:46:29.6096849 minecraft:overworld, BlockPos{x=5, y=4, z=-9}: break Block{minecraft:stone} at BlockPos{x=95, y=76, z=-131} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:46:30.385613863 minecraft:overworld, BlockPos{x=5, y=4, z=-9}: break Block{minecraft:stone} at BlockPos{x=95, y=75, z=-131} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:46:31.357762588 minecraft:overworld, BlockPos{x=6, y=4, z=-9}: break Block{minecraft:stone} at BlockPos{x=96, y=76, z=-131} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:46:32.390812708 minecraft:overworld, BlockPos{x=6, y=4, z=-9}: break Block{minecraft:stone} at BlockPos{x=97, y=76, z=-131} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:46:34.383287308 minecraft:overworld, BlockPos{x=6, y=4, z=-9}: break Block{minecraft:gravel} at BlockPos{x=98, y=76, z=-131} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:46:34.989501642 minecraft:overworld, BlockPos{x=6, y=4, z=-9}: break Block{minecraft:gravel} at BlockPos{x=99, y=76, z=-131} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:46:35.635433717 minecraft:overworld, BlockPos{x=6, y=4, z=-9}: break Block{minecraft:gravel} at BlockPos{x=100, y=76, z=-131} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:46:37.181743624 minecraft:overworld, BlockPos{x=6, y=4, z=-9}: break Block{minecraft:stone} at BlockPos{x=96, y=75, z=-131} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:46:38.235230444 minecraft:overworld, BlockPos{x=6, y=4, z=-9}: break Block{minecraft:gravel} at BlockPos{x=97, y=75, z=-131} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:46:38.779557715 minecraft:overworld, BlockPos{x=6, y=4, z=-9}: break Block{minecraft:gravel} at BlockPos{x=98, y=75, z=-131} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:46:39.332801864 minecraft:overworld, BlockPos{x=6, y=4, z=-9}: break Block{minecraft:gravel} at BlockPos{x=99, y=75, z=-131} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:46:39.880263805 minecraft:overworld, BlockPos{x=6, y=4, z=-9}: break Block{minecraft:gravel} at BlockPos{x=100, y=75, z=-131} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:46:40.435939171 minecraft:overworld, BlockPos{x=6, y=4, z=-9}: break Block{minecraft:gravel} at BlockPos{x=100, y=76, z=-130} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:46:40.982792801 minecraft:overworld, BlockPos{x=6, y=4, z=-9}: break Block{minecraft:gravel} at BlockPos{x=99, y=76, z=-130} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:46:41.931655211 minecraft:overworld, BlockPos{x=6, y=4, z=-9}: break Block{minecraft:gravel} at BlockPos{x=98, y=76, z=-130} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:46:42.481090181 minecraft:overworld, BlockPos{x=6, y=4, z=-9}: break Block{minecraft:gravel} at BlockPos{x=99, y=76, z=-130} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:46:43.035842789 minecraft:overworld, BlockPos{x=6, y=4, z=-9}: break Block{minecraft:gravel} at BlockPos{x=98, y=75, z=-130} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:46:43.582059714 minecraft:overworld, BlockPos{x=6, y=4, z=-9}: break Block{minecraft:gravel} at BlockPos{x=99, y=75, z=-130} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:46:44.130595884 minecraft:overworld, BlockPos{x=6, y=4, z=-9}: break Block{minecraft:gravel} at BlockPos{x=100, y=75, z=-130} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:46:44.70466858 minecraft:overworld, BlockPos{x=6, y=4, z=-9}: break Block{minecraft:gravel} at BlockPos{x=100, y=76, z=-129} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:46:45.229864179 minecraft:overworld, BlockPos{x=6, y=4, z=-9}: break Block{minecraft:gravel} at BlockPos{x=99, y=76, z=-129} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:46:45.783347439 minecraft:overworld, BlockPos{x=6, y=4, z=-9}: break Block{minecraft:gravel} at BlockPos{x=98, y=76, z=-129} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:46:46.330070756 minecraft:overworld, BlockPos{x=6, y=4, z=-9}: break Block{minecraft:gravel} at BlockPos{x=98, y=75, z=-129} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:46:46.89497511 minecraft:overworld, BlockPos{x=6, y=4, z=-9}: break Block{minecraft:gravel} at BlockPos{x=99, y=75, z=-129} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:46:47.431268815 minecraft:overworld, BlockPos{x=6, y=4, z=-8}: break Block{minecraft:gravel} at BlockPos{x=99, y=76, z=-128} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:46:47.980471108 minecraft:overworld, BlockPos{x=6, y=4, z=-9}: break Block{minecraft:gravel} at BlockPos{x=100, y=76, z=-129} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:46:48.582816218 minecraft:overworld, BlockPos{x=6, y=4, z=-8}: break Block{minecraft:gravel} at BlockPos{x=100, y=76, z=-128} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:46:49.120374454 minecraft:overworld, BlockPos{x=6, y=4, z=-9}: break Block{minecraft:gravel} at BlockPos{x=101, y=76, z=-130} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:46:49.636402157 minecraft:overworld, BlockPos{x=6, y=4, z=-9}: break Block{minecraft:gravel} at BlockPos{x=101, y=76, z=-129} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:46:50.185381247 minecraft:overworld, BlockPos{x=6, y=4, z=-9}: break Block{minecraft:gravel} at BlockPos{x=101, y=75, z=-130} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:46:50.753569021 minecraft:overworld, BlockPos{x=6, y=4, z=-9}: break Block{minecraft:gravel} at BlockPos{x=101, y=76, z=-129} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:46:51.313189702 minecraft:overworld, BlockPos{x=6, y=4, z=-9}: break Block{minecraft:gravel} at BlockPos{x=100, y=75, z=-129} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:46:51.853410569 minecraft:overworld, BlockPos{x=6, y=4, z=-9}: break Block{minecraft:gravel} at BlockPos{x=101, y=75, z=-129} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:46:52.395162757 minecraft:overworld, BlockPos{x=6, y=4, z=-8}: break Block{minecraft:gravel} at BlockPos{x=100, y=76, z=-128} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:46:52.930980035 minecraft:overworld, BlockPos{x=6, y=4, z=-8}: break Block{minecraft:gravel} at BlockPos{x=99, y=75, z=-128} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:46:53.484998082 minecraft:overworld, BlockPos{x=6, y=4, z=-8}: break Block{minecraft:gravel} at BlockPos{x=100, y=75, z=-128} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:46:54.02983327 minecraft:overworld, BlockPos{x=6, y=4, z=-8}: break Block{minecraft:gravel} at BlockPos{x=101, y=77, z=-128} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:46:54.580252682 minecraft:overworld, BlockPos{x=6, y=4, z=-8}: break Block{minecraft:gravel} at BlockPos{x=101, y=76, z=-128} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:46:55.138975309 minecraft:overworld, BlockPos{x=6, y=4, z=-8}: break Block{minecraft:gravel} at BlockPos{x=101, y=75, z=-128} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:46:55.678911687 minecraft:overworld, BlockPos{x=6, y=4, z=-9}: break Block{minecraft:gravel} at BlockPos{x=102, y=76, z=-129} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:46:56.231193883 minecraft:overworld, BlockPos{x=6, y=4, z=-8}: break Block{minecraft:gravel} at BlockPos{x=102, y=77, z=-128} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:46:56.813020599 minecraft:overworld, BlockPos{x=6, y=4, z=-8}: break Block{minecraft:gravel} at BlockPos{x=101, y=77, z=-127} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:46:57.335497959 minecraft:overworld, BlockPos{x=6, y=4, z=-8}: break Block{minecraft:gravel} at BlockPos{x=102, y=77, z=-127} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:47:01.95350499 minecraft:overworld, BlockPos{x=6, y=4, z=-9}: place Block{minecraft:crafting_table} at BlockPos{x=101, y=75, z=-130} on Block{minecraft:stone} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:47:02.217302336 minecraft:overworld, BlockPos{x=6, y=4, z=-9}: open class net.minecraft.world.inventory.CraftingMenu c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:47:04.918613653 minecraft:overworld, BlockPos{x=6, y=4, z=-9}: slot_place class net.minecraft.world.inventory.CraftingMenu: 4 stick Stick, net.minecraft.world.inventory.ResultContainer@63b2a4b3 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:47:04.918823334 minecraft:overworld, BlockPos{x=6, y=4, z=-9}: slot_place class net.minecraft.world.inventory.CraftingMenu: 1 oak_planks Oak Planks, net.minecraft.world.inventory.CraftingContainer@71334691 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:47:04.918865765 minecraft:overworld, BlockPos{x=6, y=4, z=-9}: slot_place class net.minecraft.world.inventory.CraftingMenu: 1 oak_planks Oak Planks, net.minecraft.world.inventory.CraftingContainer@71334691 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:47:04.919468668 minecraft:overworld, BlockPos{x=6, y=4, z=-9}: slot_swap class net.minecraft.world.inventory.CraftingMenu: 62 oak_planks Oak Planks <-> 64 oak_planks Oak Planks, Inventory c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:47:05.068606796 minecraft:overworld, BlockPos{x=6, y=4, z=-9}: slot_swap class net.minecraft.world.inventory.CraftingMenu: 2 oak_planks Oak Planks <-> 1 oak_planks Oak Planks, net.minecraft.world.inventory.CraftingContainer@71334691 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:47:05.068938197 minecraft:overworld, BlockPos{x=6, y=4, z=-9}: slot_swap class net.minecraft.world.inventory.CraftingMenu: 2 oak_planks Oak Planks <-> 1 oak_planks Oak Planks, net.minecraft.world.inventory.CraftingContainer@71334691 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:47:05.069228589 minecraft:overworld, BlockPos{x=6, y=4, z=-9}: slot_swap class net.minecraft.world.inventory.CraftingMenu: 60 oak_planks Oak Planks <-> 62 oak_planks Oak Planks, Inventory c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:47:05.218518529 minecraft:overworld, BlockPos{x=6, y=4, z=-9}: slot_swap class net.minecraft.world.inventory.CraftingMenu: 3 oak_planks Oak Planks <-> 2 oak_planks Oak Planks, net.minecraft.world.inventory.CraftingContainer@71334691 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:47:05.218576249 minecraft:overworld, BlockPos{x=6, y=4, z=-9}: slot_swap class net.minecraft.world.inventory.CraftingMenu: 3 oak_planks Oak Planks <-> 2 oak_planks Oak Planks, net.minecraft.world.inventory.CraftingContainer@71334691 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:47:05.21882226 minecraft:overworld, BlockPos{x=6, y=4, z=-9}: slot_swap class net.minecraft.world.inventory.CraftingMenu: 58 oak_planks Oak Planks <-> 60 oak_planks Oak Planks, Inventory c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:47:05.775425908 minecraft:overworld, BlockPos{x=6, y=4, z=-9}: slot_swap class net.minecraft.world.inventory.CraftingMenu: 2 oak_planks Oak Planks <-> 3 oak_planks Oak Planks, net.minecraft.world.inventory.CraftingContainer@71334691 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:47:05.775531899 minecraft:overworld, BlockPos{x=6, y=4, z=-9}: slot_swap class net.minecraft.world.inventory.CraftingMenu: 2 oak_planks Oak Planks <-> 3 oak_planks Oak Planks, net.minecraft.world.inventory.CraftingContainer@71334691 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:47:06.285127303 minecraft:overworld, BlockPos{x=6, y=4, z=-9}: slot_swap class net.minecraft.world.inventory.CraftingMenu: 1 oak_planks Oak Planks <-> 2 oak_planks Oak Planks, net.minecraft.world.inventory.CraftingContainer@71334691 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:47:06.285215914 minecraft:overworld, BlockPos{x=6, y=4, z=-9}: slot_swap class net.minecraft.world.inventory.CraftingMenu: 1 oak_planks Oak Planks <-> 2 oak_planks Oak Planks, net.minecraft.world.inventory.CraftingContainer@71334691 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:47:06.464159785 minecraft:overworld, BlockPos{x=6, y=4, z=-9}: slot_take class net.minecraft.world.inventory.CraftingMenu: 4 stick Stick, net.minecraft.world.inventory.ResultContainer@63b2a4b3 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:47:06.464209225 minecraft:overworld, BlockPos{x=6, y=4, z=-9}: slot_take class net.minecraft.world.inventory.CraftingMenu: 1 oak_planks Oak Planks, net.minecraft.world.inventory.CraftingContainer@71334691 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:47:06.464224795 minecraft:overworld, BlockPos{x=6, y=4, z=-9}: slot_take class net.minecraft.world.inventory.CraftingMenu: 1 oak_planks Oak Planks, net.minecraft.world.inventory.CraftingContainer@71334691 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:47:07.64006266 minecraft:overworld, BlockPos{x=6, y=4, z=-9}: slot_place class net.minecraft.world.inventory.CraftingMenu: 12 stick Stick, Inventory c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:47:08.818538495 minecraft:overworld, BlockPos{x=6, y=4, z=-9}: slot_place class net.minecraft.world.inventory.CraftingMenu: 1 stone_shovel Stone Shovel, net.minecraft.world.inventory.ResultContainer@63b2a4b3 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:47:08.818670536 minecraft:overworld, BlockPos{x=6, y=4, z=-9}: slot_place class net.minecraft.world.inventory.CraftingMenu: 1 cobblestone Cobblestone, net.minecraft.world.inventory.CraftingContainer@71334691 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:47:08.818711696 minecraft:overworld, BlockPos{x=6, y=4, z=-9}: slot_place class net.minecraft.world.inventory.CraftingMenu: 1 stick Stick, net.minecraft.world.inventory.CraftingContainer@71334691 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:47:08.818760917 minecraft:overworld, BlockPos{x=6, y=4, z=-9}: slot_place class net.minecraft.world.inventory.CraftingMenu: 1 stick Stick, net.minecraft.world.inventory.CraftingContainer@71334691 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:47:08.8193214 minecraft:overworld, BlockPos{x=6, y=4, z=-9}: slot_swap class net.minecraft.world.inventory.CraftingMenu: 63 cobblestone Cobblestone <-> 64 cobblestone Cobblestone, Inventory c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:47:08.81952777 minecraft:overworld, BlockPos{x=6, y=4, z=-9}: slot_swap class net.minecraft.world.inventory.CraftingMenu: 10 stick Stick <-> 12 stick Stick, Inventory c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:47:09.477077729 minecraft:overworld, BlockPos{x=6, y=4, z=-9}: slot_take class net.minecraft.world.inventory.CraftingMenu: 1 stone_shovel Stone Shovel, net.minecraft.world.inventory.ResultContainer@63b2a4b3 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:47:09.47721726 minecraft:overworld, BlockPos{x=6, y=4, z=-9}: slot_take class net.minecraft.world.inventory.CraftingMenu: 1 cobblestone Cobblestone, net.minecraft.world.inventory.CraftingContainer@71334691 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:47:09.47723663 minecraft:overworld, BlockPos{x=6, y=4, z=-9}: slot_take class net.minecraft.world.inventory.CraftingMenu: 1 stick Stick, net.minecraft.world.inventory.CraftingContainer@71334691 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:47:09.47725026 minecraft:overworld, BlockPos{x=6, y=4, z=-9}: slot_take class net.minecraft.world.inventory.CraftingMenu: 1 stick Stick, net.minecraft.world.inventory.CraftingContainer@71334691 c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:47:10.064862549 minecraft:overworld, BlockPos{x=6, y=4, z=-9}: slot_place class net.minecraft.world.inventory.CraftingMenu: 1 stone_shovel Stone Shovel, Inventory c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:47:12.011154727 minecraft:overworld, BlockPos{x=6, y=4, z=-9}: break Block{minecraft:crafting_table} at BlockPos{x=101, y=75, z=-130} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:47:13.634940034 minecraft:overworld, BlockPos{x=6, y=4, z=-8}: break Block{minecraft:gravel} at BlockPos{x=102, y=76, z=-128} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:47:14.198791506 minecraft:overworld, BlockPos{x=6, y=4, z=-9}: break Block{minecraft:gravel} at BlockPos{x=102, y=75, z=-129} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:47:14.74994529 minecraft:overworld, BlockPos{x=6, y=4, z=-8}: break Block{minecraft:gravel} at BlockPos{x=102, y=75, z=-128} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:47:15.408023791 minecraft:overworld, BlockPos{x=6, y=4, z=-8}: break Block{minecraft:gravel} at BlockPos{x=102, y=76, z=-127} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:47:15.889868399 minecraft:overworld, BlockPos{x=6, y=4, z=-8}: break Block{minecraft:gravel} at BlockPos{x=101, y=76, z=-127} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
13:47:16.449799947 minecraft:overworld, BlockPos{x=6, y=4, z=-8}: break Block{minecraft:gravel} at BlockPos{x=100, y=76, z=-127} by c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
